Date,"('SP500', '^GSPC')",Interest_Rate,Advertising_Spending,GDP_Growth,User_Growth
2020-12-09,3672.820068359375,0.09,1382.499586329613,4.4,2650379.9524394404
2020-12-10,3668.10009765625,0.09,3989.603718900173,4.4,2269767.699795401
2020-12-11,3663.4599609375,0.09,1571.9041314447666,4.4,1592778.8644097545
2020-12-12,3663.4599609375,0.09,2882.8688942921344,4.4,1475051.49873651
2020-12-13,3663.4599609375,0.09,1243.443169277029,4.4,1149284.7164712383
2020-12-14,3647.489990234375,0.09,4290.331025758503,4.4,2433897.6352849035
2020-12-15,3694.6201171875,0.09,3445.8972787186804,4.4,2610809.22939578
2020-12-16,3701.169921875,0.09,4268.809995195337,4.4,1449126.9248382687
2020-12-17,3722.47998046875,0.09,4212.155527704368,4.4,2476329.590547155
2020-12-18,3709.409912109375,0.09,3415.8252392317777,4.4,2516988.7632725565
2020-12-19,3709.409912109375,0.09,1731.2702057951951,4.4,1395026.8625857476
2020-12-20,3709.409912109375,0.09,1463.537365357679,4.4,1950319.7974996208
2020-12-21,3694.919921875,0.09,1643.781522881724,4.4,1987246.3059365223
2020-12-22,3687.260009765625,0.09,3042.3151626798053,4.4,2416722.928034987
2020-12-23,3690.010009765625,0.09,1016.0787063301218,4.4,2364475.8917588647
2020-12-24,3703.06005859375,0.09,1954.6726478123828,4.4,2758340.0659968345
2020-12-25,3703.06005859375,0.09,2977.0189637918747,4.4,1719371.10391966
2020-12-26,3703.06005859375,0.09,1498.8798389325354,4.4,2080675.4976677066
2020-12-27,3703.06005859375,0.09,2694.447789604736,4.4,1436971.9781686617
2020-12-28,3735.360107421875,0.09,3366.64484511086,4.4,2635539.522123191
2020-12-29,3727.0400390625,0.09,3562.6986884820703,4.4,1918471.5862214672
2020-12-30,3732.0400390625,0.09,2343.7736498759896,4.4,1449275.0267130372
2020-12-31,3756.070068359375,0.09,1468.4002038271453,4.4,2976271.9454152547
2021-01-01,3756.070068359375,0.09,1314.5394835561933,5.6,1998496.906461472
2021-01-02,3756.070068359375,0.09,3497.2928294703115,5.6,1763105.5031478254
2021-01-03,3756.070068359375,0.09,2290.099272538474,5.6,2260296.80493713
2021-01-04,3700.64990234375,0.09,4057.3254218302313,5.6,2412531.9049322354
2021-01-05,3726.860107421875,0.09,2785.3037462952743,5.6,2075644.5917315856
2021-01-06,3748.139892578125,0.09,2116.965062116008,5.6,2000721.6777187488
2021-01-07,3803.7900390625,0.09,1436.143724207164,5.6,1551624.4119775868
2021-01-08,3824.679931640625,0.09,2393.871456517309,5.6,2255762.2412215834
2021-01-09,3824.679931640625,0.09,1038.0222691252588,5.6,2570606.605773326
2021-01-10,3824.679931640625,0.09,3603.8715878913454,5.6,2078097.8042435946
2021-01-11,3799.610107421875,0.09,3133.3343950677413,5.6,1837681.2757791686
2021-01-12,3801.18994140625,0.09,3227.1884468866847,5.6,1059224.0587229948
2021-01-13,3809.840087890625,0.09,3742.04372202138,5.6,2689023.726018519
2021-01-14,3795.5400390625,0.09,4124.910965347221,5.6,2571064.071136389
2021-01-15,3768.25,0.09,1556.8357723836352,5.6,1675478.925028257
2021-01-16,3768.25,0.09,3715.446704407444,5.6,2815255.9243700327
2021-01-17,3768.25,0.09,2906.3711123568955,5.6,2538840.2083353796
2021-01-18,3768.25,0.09,2279.4649526176963,5.6,2036430.668222329
2021-01-19,3798.909912109375,0.09,1554.5529241169656,5.6,1274933.0943053202
2021-01-20,3851.85009765625,0.09,4689.306828605022,5.6,2082403.5702066498
2021-01-21,3853.070068359375,0.09,1146.1671707243192,5.6,2458716.917208325
2021-01-22,3841.469970703125,0.09,2648.16635324082,5.6,1023881.9483406041
2021-01-23,3841.469970703125,0.09,2234.4770829932295,5.6,2166667.085571645
2021-01-24,3841.469970703125,0.09,1122.8548044678143,5.6,2790451.4092475004
2021-01-25,3855.360107421875,0.09,4345.79742697174,5.6,1608207.9646197492
2021-01-26,3849.6201171875,0.09,2334.085210046047,5.6,2523405.2116529457
2021-01-27,3750.77001953125,0.09,2862.604235720115,5.6,1674624.735388394
2021-01-28,3787.3798828125,0.09,2722.11295083967,5.6,2583253.369612713
2021-01-29,3714.239990234375,0.09,3122.93396941861,5.6,1515002.8430512357
2021-01-30,3714.239990234375,0.09,4121.226590168022,5.6,2565821.78865721
2021-01-31,3714.239990234375,0.09,2048.830122082883,5.6,2432657.761634917
2021-02-01,3773.860107421875,0.08,4400.201745464583,5.6,2028419.1415270949
2021-02-02,3826.31005859375,0.08,4303.132030988369,5.6,2764670.3811296085
2021-02-03,3830.169921875,0.08,1890.509227865067,5.6,2376645.520682393
2021-02-04,3871.739990234375,0.08,3920.85487416496,5.6,1650027.2833022142
2021-02-05,3886.830078125,0.08,4492.337770919368,5.6,1012072.8489148221
2021-02-06,3886.830078125,0.08,4236.3033842065515,5.6,2676071.1596055874
2021-02-07,3886.830078125,0.08,3002.326817582775,5.6,1210262.5244880426
2021-02-08,3915.590087890625,0.08,1770.8995293589992,5.6,1050134.8449818296
2021-02-09,3911.22998046875,0.08,3195.681491625815,5.6,1847824.02004856
2021-02-10,3909.8798828125,0.08,2459.2555037932634,5.6,1220321.1644615736
2021-02-11,3916.3798828125,0.08,1417.6079307611462,5.6,2020574.6661925209
2021-02-12,3934.830078125,0.08,4528.11988502166,5.6,1539481.290464272
2021-02-13,3934.830078125,0.08,1266.553236728686,5.6,2035022.7349609612
2021-02-14,3934.830078125,0.08,1084.0377361329047,5.6,2568402.544266357
2021-02-15,3934.830078125,0.08,1805.9970901305383,5.6,2191339.7402883545
2021-02-16,3932.590087890625,0.08,2174.8303934808537,5.6,2451611.001002563
2021-02-17,3931.330078125,0.08,1487.1836132916467,5.6,1388255.73062763
2021-02-18,3913.969970703125,0.08,2757.7742524822675,5.6,1812449.0600504086
2021-02-19,3906.7099609375,0.08,4355.772817507193,5.6,2644450.8412001682
2021-02-20,3906.7099609375,0.08,1928.0890320977649,5.6,2992203.911702309
2021-02-21,3906.7099609375,0.08,1134.7424905904745,5.6,1112715.2074716086
2021-02-22,3876.5,0.08,1701.9969536947465,5.6,1925330.3568937657
2021-02-23,3881.3701171875,0.08,1833.5498715761944,5.6,1058001.0702318323
2021-02-24,3925.429931640625,0.08,3609.947417095632,5.6,2521773.681147002
2021-02-25,3829.340087890625,0.08,3238.737871193778,5.6,1445843.839303715
2021-02-26,3811.14990234375,0.08,4974.198074476937,5.6,1086617.7706000707
2021-02-27,3811.14990234375,0.08,4379.096513092361,5.6,1236801.2105793233
2021-02-28,3811.14990234375,0.08,4692.052598616812,5.6,1383794.4805859902
2021-03-01,3901.820068359375,0.07,2964.9602143383613,5.6,2831714.434833763
2021-03-02,3870.2900390625,0.07,1201.1977795714138,5.6,2860081.55662564
2021-03-03,3819.719970703125,0.07,4032.8277767419204,5.6,2364886.024255898
2021-03-04,3768.469970703125,0.07,3409.0170658626666,5.6,2301708.2610949064
2021-03-05,3841.93994140625,0.07,2206.7207066035817,5.6,2363938.2983873487
2021-03-06,3841.93994140625,0.07,4903.800249285241,5.6,2942369.540265525
2021-03-07,3841.93994140625,0.07,2835.437719573908,5.6,2608976.50409186
2021-03-08,3821.35009765625,0.07,1401.3271066764582,5.6,2459655.2627393166
2021-03-09,3875.43994140625,0.07,1313.2422203556123,5.6,2501823.8436936373
2021-03-10,3898.81005859375,0.07,4047.571102419754,5.6,2168230.543795498
2021-03-11,3939.340087890625,0.07,3098.5518667006318,5.6,1316074.3384356517
2021-03-12,3943.340087890625,0.07,4097.741598352559,5.6,1120390.877056913
2021-03-13,3943.340087890625,0.07,1951.706678306382,5.6,2124204.005284139
2021-03-14,3943.340087890625,0.07,1806.9368954433496,5.6,1976834.5560102218
2021-03-15,3968.93994140625,0.07,2105.5325998837498,5.6,2231009.8606163515
2021-03-16,3962.7099609375,0.07,2579.352044480226,5.6,2570311.786694563
2021-03-17,3974.1201171875,0.07,1792.0525082233971,5.6,2680189.365195729
2021-03-18,3915.4599609375,0.07,3848.4302891433067,5.6,1580899.0499681279
2021-03-19,3913.10009765625,0.07,2237.1517149632004,5.6,1992009.7924906546
2021-03-20,3913.10009765625,0.07,2330.4917384036767,5.6,2189227.3102471726
2021-03-21,3913.10009765625,0.07,1704.7795538381815,5.6,2190606.309459381
2021-03-22,3940.590087890625,0.07,4998.61195499972,5.6,2431544.4196414934
2021-03-23,3910.52001953125,0.07,2481.3599375156746,5.6,1951834.1854415094
2021-03-24,3889.139892578125,0.07,1430.186764395694,5.6,1223764.1846027067
2021-03-25,3909.52001953125,0.07,2590.626647938466,5.6,1938600.9962549054
2021-03-26,3974.5400390625,0.07,1246.4640037789518,5.6,1707246.2908664164
2021-03-27,3974.5400390625,0.07,1468.5212685731615,5.6,2144819.9726608186
2021-03-28,3974.5400390625,0.07,1742.4158281056825,5.6,2100181.1569839725
2021-03-29,3971.090087890625,0.07,3718.1819286459386,5.6,2547857.4792661844
2021-03-30,3958.550048828125,0.07,2796.919620425593,5.6,2005747.6106538163
2021-03-31,3972.889892578125,0.07,3344.2201810362976,5.6,2599777.4473217167
2021-04-01,4019.8701171875,0.07,1128.7045140375894,6.4,1627148.0127747187
2021-04-02,4019.8701171875,0.07,1668.047623407333,6.4,2560632.346724891
2021-04-03,4019.8701171875,0.07,2012.8891365392585,6.4,2491511.92518223
2021-04-04,4019.8701171875,0.07,2188.3421889154574,6.4,2551055.2955068974
2021-04-05,4077.909912109375,0.07,3201.6468082249075,6.4,2564318.458634153
2021-04-06,4073.93994140625,0.07,2109.412994939305,6.4,2048174.5599694233
2021-04-07,4079.949951171875,0.07,4182.916102617345,6.4,1039322.2233320931
2021-04-08,4097.169921875,0.07,1319.7225072943916,6.4,2644945.0016863127
2021-04-09,4128.7998046875,0.07,1303.5909537895138,6.4,1777997.624462731
2021-04-10,4128.7998046875,0.07,4413.0110167053745,6.4,2846046.1407534326
2021-04-11,4128.7998046875,0.07,4954.414387624494,6.4,2135493.797425621
2021-04-12,4127.990234375,0.07,2185.082138919031,6.4,2520679.613713544
2021-04-13,4141.58984375,0.07,1460.6890005329017,6.4,2814413.883912489
2021-04-14,4124.66015625,0.07,1867.0432047940265,6.4,1600329.4821287068
2021-04-15,4170.419921875,0.07,2560.16485891185,6.4,1026430.139911464
2021-04-16,4185.47021484375,0.07,4147.702828283609,6.4,1108848.0755920429
2021-04-17,4185.47021484375,0.07,3940.8662639000718,6.4,2902259.2464122875
2021-04-18,4185.47021484375,0.07,2419.6575966029686,6.4,2536690.0115522016
2021-04-19,4163.259765625,0.07,2091.9190133578895,6.4,1916685.6344605642
2021-04-20,4134.93994140625,0.07,3984.627084920784,6.4,1940352.1554850368
2021-04-21,4173.419921875,0.07,1155.3713805302755,6.4,1493674.7575801993
2021-04-22,4134.97998046875,0.07,2983.493981080631,6.4,1089200.3507098795
2021-04-23,4180.169921875,0.07,1780.2366116807807,6.4,2732708.464795813
2021-04-24,4180.169921875,0.07,4349.32673113364,6.4,2369134.9182188455
2021-04-25,4180.169921875,0.07,4226.719798292902,6.4,2433535.611466726
2021-04-26,4187.6201171875,0.07,3159.2014064410564,6.4,2248992.1202231273
2021-04-27,4186.72021484375,0.07,1802.3552393748296,6.4,1159853.4782592796
2021-04-28,4183.18017578125,0.07,1159.8158825284245,6.4,2631121.8356422083
2021-04-29,4211.47021484375,0.07,1803.9628229411232,6.4,2221740.4328652234
2021-04-30,4181.169921875,0.07,1186.122692423958,6.4,2075034.7555498912
2021-05-01,4181.169921875,0.06,4540.154087637752,6.4,1386711.4124357102
2021-05-02,4181.169921875,0.06,1448.8863015480101,6.4,1918966.2599505493
2021-05-03,4192.66015625,0.06,4109.344675931177,6.4,1648536.323029005
2021-05-04,4164.66015625,0.06,2202.0179859062946,6.4,1216447.9780676167
2021-05-05,4167.58984375,0.06,3510.8155827630576,6.4,2971852.3241973175
2021-05-06,4201.6201171875,0.06,4289.113580910218,6.4,1883812.2241263688
2021-05-07,4232.60009765625,0.06,2529.5202320297703,6.4,1523596.0284977115
2021-05-08,4232.60009765625,0.06,3348.783062315323,6.4,2659941.118252592
2021-05-09,4232.60009765625,0.06,1588.7036402902472,6.4,2578719.9027661765
2021-05-10,4188.43017578125,0.06,2268.134852134982,6.4,1268607.0523554229
2021-05-11,4152.10009765625,0.06,3778.9054892082027,6.4,1866672.3058159575
2021-05-12,4063.0400390625,0.06,1236.8784324067633,6.4,2877838.8043927727
2021-05-13,4112.5,0.06,1963.088763380747,6.4,2285759.345247997
2021-05-14,4173.85009765625,0.06,2245.89121924967,6.4,2005987.192018764
2021-05-15,4173.85009765625,0.06,3095.1822501106835,6.4,1525374.9586485308
2021-05-16,4173.85009765625,0.06,2705.9412182078245,6.4,1725137.7702914865
2021-05-17,4163.2900390625,0.06,2456.2705230078654,6.4,2731409.1561263716
2021-05-18,4127.830078125,0.06,3702.7990440543463,6.4,1331229.3170048953
2021-05-19,4115.68017578125,0.06,3404.945676231947,6.4,2197747.74367279
2021-05-20,4159.1201171875,0.06,2911.871264163955,6.4,1409849.60247003
2021-05-21,4155.85986328125,0.06,1244.1022361776706,6.4,1922331.2107607266
2021-05-22,4155.85986328125,0.06,3301.5735655787735,6.4,1213555.3074124034
2021-05-23,4155.85986328125,0.06,3621.3751101806947,6.4,1108711.7398846608
2021-05-24,4197.0498046875,0.06,1514.2397333132599,6.4,1752154.8274213313
2021-05-25,4188.1298828125,0.06,2202.4634682047217,6.4,1365125.7370825186
2021-05-26,4195.990234375,0.06,3297.4962962161476,6.4,2309132.377603311
2021-05-27,4200.8798828125,0.06,2214.954052700774,6.4,2080548.0962101237
2021-05-28,4204.10986328125,0.06,3686.8298171946417,6.4,2138552.1088730437
2021-05-29,4204.10986328125,0.06,3546.7138203653517,6.4,1944083.9737409607
2021-05-30,4204.10986328125,0.06,1559.8196311101362,6.4,1949189.8588726702
2021-05-31,4204.10986328125,0.06,3691.085707918727,6.4,1351504.7145527692
2021-06-01,4202.0400390625,0.08,4298.904096854438,6.4,1905221.2654845633
2021-06-02,4208.1201171875,0.08,4409.559167920257,6.4,2997936.2420776384
2021-06-03,4192.85009765625,0.08,3210.6897517667767,6.4,1782165.9986803448
2021-06-04,4229.89013671875,0.08,1067.800729770905,6.4,2451236.130862092
2021-06-05,4229.89013671875,0.08,3126.8965590206103,6.4,1393929.8865852857
2021-06-06,4229.89013671875,0.08,3175.6258107507874,6.4,2464463.0172444936
2021-06-07,4226.52001953125,0.08,1204.3016508568303,6.4,1764824.0413682607
2021-06-08,4227.259765625,0.08,1057.9564753669865,6.4,1916745.9650000187
2021-06-09,4219.5498046875,0.08,4636.818505293277,6.4,1683471.39604068
2021-06-10,4239.18017578125,0.08,3187.604094358501,6.4,1487367.073356574
2021-06-11,4247.43994140625,0.08,2878.8690375740794,6.4,2045371.03862263
2021-06-12,4247.43994140625,0.08,2466.3599639932067,6.4,1161840.5685084804
2021-06-13,4247.43994140625,0.08,3652.3615762510613,6.4,2603976.697066143
2021-06-14,4255.14990234375,0.08,3638.518990072807,6.4,1328577.2320628802
2021-06-15,4246.58984375,0.08,4617.133692924511,6.4,1170500.2681204854
2021-06-16,4223.7001953125,0.08,2630.8671550176487,6.4,2340053.5019330466
2021-06-17,4221.85986328125,0.08,3071.228852192779,6.4,2041743.6039758031
2021-06-18,4166.4501953125,0.08,3863.3181240210133,6.4,2770207.7621906176
2021-06-19,4166.4501953125,0.08,4338.202166929908,6.4,2337020.07204265
2021-06-20,4166.4501953125,0.08,3774.5084350599627,6.4,1110155.6623831552
2021-06-21,4224.7900390625,0.08,1376.9793396669722,6.4,1578285.725509245
2021-06-22,4246.43994140625,0.08,4578.410926305918,6.4,1447265.3455037668
2021-06-23,4241.83984375,0.08,1752.1950451012008,6.4,1289382.1418308537
2021-06-24,4266.490234375,0.08,1339.7487251916757,6.4,1702107.7156706594
2021-06-25,4280.7001953125,0.08,2078.8381251545206,6.4,2293449.077519293
2021-06-26,4280.7001953125,0.08,4484.938750928784,6.4,2843289.460958102
2021-06-27,4280.7001953125,0.08,3185.8108816879326,6.4,2791045.7972706277
2021-06-28,4290.60986328125,0.08,2079.1931776526862,6.4,1743609.5610622354
2021-06-29,4291.7998046875,0.08,2138.3606029255243,6.4,2956658.296478577
2021-06-30,4297.5,0.08,4127.391102440357,6.4,1142451.351253832
2021-07-01,4319.93994140625,0.1,2779.8357051555095,3.5,1875690.9042922142
2021-07-02,4352.33984375,0.1,2895.7960791765386,3.5,2904458.286631549
2021-07-03,4352.33984375,0.1,4321.865578967465,3.5,2801894.1183358305
2021-07-04,4352.33984375,0.1,1914.0626160305528,3.5,1158701.782400486
2021-07-05,4352.33984375,0.1,1959.629648517962,3.5,1843505.8344999324
2021-07-06,4343.5400390625,0.1,1135.7883907082437,3.5,1661272.0685032844
2021-07-07,4358.1298828125,0.1,4871.710985446583,3.5,1776572.1926807524
2021-07-08,4320.81982421875,0.1,4948.255673102855,3.5,1639694.4738595139
2021-07-09,4369.5498046875,0.1,2338.0985859268408,3.5,2083097.901746524
2021-07-10,4369.5498046875,0.1,1732.9415168817727,3.5,1786429.4642341537
2021-07-11,4369.5498046875,0.1,3735.76660912239,3.5,2980241.834481118
2021-07-12,4384.6298828125,0.1,3423.787599269484,3.5,2949274.1725916807
2021-07-13,4369.2099609375,0.1,2527.6080046236966,3.5,2351118.995390756
2021-07-14,4374.2998046875,0.1,3130.031098975396,3.5,2619746.279154486
2021-07-15,4360.02978515625,0.1,1075.3179802380585,3.5,2231878.627260715
2021-07-16,4327.16015625,0.1,3830.315028182942,3.5,2167543.3912731274
2021-07-17,4327.16015625,0.1,2263.681256064612,3.5,1444429.8875522641
2021-07-18,4327.16015625,0.1,4907.5343726140945,3.5,2465143.705987041
2021-07-19,4258.490234375,0.1,4309.5287280901175,3.5,2318712.425966503
2021-07-20,4323.06005859375,0.1,3458.1450495257027,3.5,1328474.3599065177
2021-07-21,4358.68994140625,0.1,3894.957418667684,3.5,2164772.044891199
2021-07-22,4367.47998046875,0.1,1405.991193784987,3.5,1475468.1872150404
2021-07-23,4411.7900390625,0.1,2320.9435757973424,3.5,1568252.3699786188
2021-07-24,4411.7900390625,0.1,2015.7365274182962,3.5,1933816.2930901584
2021-07-25,4411.7900390625,0.1,4290.500028389708,3.5,1836953.3056825828
2021-07-26,4422.2998046875,0.1,4171.934796368993,3.5,1477240.9203605675
2021-07-27,4401.4599609375,0.1,3048.4313926851773,3.5,2849612.9618557096
2021-07-28,4400.64013671875,0.1,4621.515900008586,3.5,1107435.0387250348
2021-07-29,4419.14990234375,0.1,2445.334621148242,3.5,2688800.570106459
2021-07-30,4395.259765625,0.1,1289.3743866747927,3.5,2988122.936686455
2021-07-31,4395.259765625,0.1,3278.310039255771,3.5,2260314.8510729196
2021-08-01,4395.259765625,0.09,4381.1608227732395,3.5,2201228.9789636843
2021-08-02,4387.16015625,0.09,2462.6216877387105,3.5,2516516.1659792503
2021-08-03,4423.14990234375,0.09,2238.9273430918092,3.5,1253493.4157161228
2021-08-04,4402.66015625,0.09,1979.1188828316142,3.5,1643732.8925832878
2021-08-05,4429.10009765625,0.09,4606.840622833005,3.5,1129724.8754815238
2021-08-06,4436.52001953125,0.09,1053.975011611187,3.5,2912798.7687076945
2021-08-07,4436.52001953125,0.09,3243.7112104062685,3.5,2950159.5893650316
2021-08-08,4436.52001953125,0.09,1955.4428423904978,3.5,2649190.5661132615
2021-08-09,4432.35009765625,0.09,1750.5155265491417,3.5,2263036.377151418
2021-08-10,4436.75,0.09,2838.7378734503736,3.5,1706585.6454061647
2021-08-11,4442.41015625,0.09,4734.902084607776,3.5,1534793.8985575088
2021-08-12,4460.830078125,0.09,4569.969598001758,3.5,1477961.0444516724
2021-08-13,4468.0,0.09,3827.7597581861933,3.5,1723028.7385135528
2021-08-14,4468.0,0.09,4988.443334869612,3.5,2276278.737864258
2021-08-15,4468.0,0.09,2872.4479310180714,3.5,2353767.7048907015
2021-08-16,4479.7099609375,0.09,1401.827486324938,3.5,1567588.424711587
2021-08-17,4448.080078125,0.09,1312.3169609768997,3.5,2184098.8065586425
2021-08-18,4400.27001953125,0.09,4374.774370495129,3.5,1107880.790271442
2021-08-19,4405.7998046875,0.09,4212.695189041244,3.5,1980100.1199204538
2021-08-20,4441.669921875,0.09,2394.9343607973906,3.5,1979389.8840527122
2021-08-21,4441.669921875,0.09,3552.909358864383,3.5,2230697.880699749
2021-08-22,4441.669921875,0.09,2425.81905959326,3.5,2524535.018590086
2021-08-23,4479.52978515625,0.09,3767.1616123031317,3.5,2602977.723593499
2021-08-24,4486.22998046875,0.09,3958.781529703655,3.5,1376153.0647289958
2021-08-25,4496.18994140625,0.09,2529.585974806353,3.5,1610418.3519972635
2021-08-26,4470.0,0.09,2774.1766591811274,3.5,2526726.751971597
2021-08-27,4509.3701171875,0.09,3163.3739164833396,3.5,1248301.8292102918
2021-08-28,4509.3701171875,0.09,3678.246750109879,3.5,1493062.2837602964
2021-08-29,4509.3701171875,0.09,2361.2978344464627,3.5,2377222.7900265614
2021-08-30,4528.7900390625,0.09,1324.2083552445658,3.5,2209151.245819376
2021-08-31,4522.68017578125,0.09,4349.7271864420745,3.5,1382693.7115946691
2021-09-01,4524.08984375,0.08,1327.8504053849658,3.5,2876958.385939963
2021-09-02,4536.9501953125,0.08,3757.5763409193582,3.5,1552122.1728432204
2021-09-03,4535.43017578125,0.08,2973.0830585804156,3.5,1154151.7866198001
2021-09-04,4535.43017578125,0.08,3988.0047403735693,3.5,2877207.400525906
2021-09-05,4535.43017578125,0.08,1348.903847666187,3.5,2173448.085388257
2021-09-06,4535.43017578125,0.08,2742.6518027392513,3.5,2462043.5934663187
2021-09-07,4520.02978515625,0.08,4453.804152893797,3.5,2838601.3793735537
2021-09-08,4514.06982421875,0.08,3424.6649938985843,3.5,2628810.692698746
2021-09-09,4493.27978515625,0.08,1579.8766901259887,3.5,1694935.041900079
2021-09-10,4458.580078125,0.08,2336.2214804262885,3.5,2698777.508513459
2021-09-11,4458.580078125,0.08,2432.6107727140593,3.5,1970680.802387367
2021-09-12,4458.580078125,0.08,3098.1503695728284,3.5,1382696.0250803581
2021-09-13,4468.72998046875,0.08,1328.4196766898935,3.5,1454951.75367232
2021-09-14,4443.0498046875,0.08,4152.910879934851,3.5,2024207.3832613376
2021-09-15,4480.7001953125,0.08,4966.484206769657,3.5,2458164.3399321954
2021-09-16,4473.75,0.08,3399.829199936383,3.5,1951926.9512478227
2021-09-17,4432.990234375,0.08,3595.7323181306597,3.5,2762617.311871525
2021-09-18,4432.990234375,0.08,4785.584771581247,3.5,2492966.9295280594
2021-09-19,4432.990234375,0.08,4562.212207659842,3.5,1856948.296638994
2021-09-20,4357.72998046875,0.08,1886.2266521368344,3.5,2616108.2408886515
2021-09-21,4354.18994140625,0.08,4183.356876680564,3.5,2205480.6655169814
2021-09-22,4395.64013671875,0.08,2146.3684611615386,3.5,1844608.026492915
2021-09-23,4448.97998046875,0.08,4888.165243135343,3.5,1533121.026310398
2021-09-24,4455.47998046875,0.08,3035.2921013173996,3.5,2936670.96375995
2021-09-25,4455.47998046875,0.08,2844.219042978563,3.5,1539487.9376608934
2021-09-26,4455.47998046875,0.08,2288.1943058168868,3.5,1368737.3973144058
2021-09-27,4443.10986328125,0.08,2018.932024693132,3.5,1345503.0313820709
2021-09-28,4352.6298828125,0.08,2337.7036045697514,3.5,2486780.033366411
2021-09-29,4359.4599609375,0.08,4031.593714892342,3.5,2834923.8526537716
2021-09-30,4307.5400390625,0.08,1436.3918152984033,3.5,1705557.50344872
2021-10-01,4357.0400390625,0.08,2428.7135510282533,7.4,2823601.718740951
2021-10-02,4357.0400390625,0.08,3719.5954058321954,7.4,1812018.549810798
2021-10-03,4357.0400390625,0.08,1286.2093921684504,7.4,1748052.7677061695
2021-10-04,4300.4599609375,0.08,2311.1166846332,7.4,2138376.5296361987
2021-10-05,4345.72021484375,0.08,3634.7061652440607,7.4,1369589.5742479032
2021-10-06,4363.5498046875,0.08,1476.124008502059,7.4,2450761.5485996
2021-10-07,4399.759765625,0.08,4731.938784646694,7.4,1560591.2916882085
2021-10-08,4391.33984375,0.08,1180.766515477389,7.4,2310100.873793072
2021-10-09,4391.33984375,0.08,1907.1217712737885,7.4,2993889.6113962093
2021-10-10,4391.33984375,0.08,1185.3924639527222,7.4,1619069.1198991558
2021-10-11,4361.18994140625,0.08,4133.120177044604,7.4,2058550.5452826866
2021-10-12,4350.64990234375,0.08,4552.043956283315,7.4,1667018.1175701446
2021-10-13,4363.7998046875,0.08,4143.748150520609,7.4,2914458.7571517415
2021-10-14,4438.259765625,0.08,3337.1876370975056,7.4,2132995.9664128204
2021-10-15,4471.3701171875,0.08,4180.269079541407,7.4,2399748.5678273486
2021-10-16,4471.3701171875,0.08,2178.4942229457774,7.4,2348625.9003611105
2021-10-17,4471.3701171875,0.08,3101.2174174645984,7.4,2084957.6186299964
2021-10-18,4486.4599609375,0.08,4457.2823577739,7.4,1810455.810888987
2021-10-19,4519.6298828125,0.08,1328.4659847277894,7.4,1844332.2596228966
2021-10-20,4536.18994140625,0.08,3078.4842926924152,7.4,2557116.614395657
2021-10-21,4549.77978515625,0.08,4024.551756885856,7.4,1376117.6428660876
2021-10-22,4544.89990234375,0.08,4942.903771110074,7.4,1274272.4655281175
2021-10-23,4544.89990234375,0.08,1224.9498737794315,7.4,2044228.473837772
2021-10-24,4544.89990234375,0.08,2501.8608442682303,7.4,2970936.7964724116
2021-10-25,4566.47998046875,0.08,1531.91515403116,7.4,1689433.4687972758
2021-10-26,4574.7900390625,0.08,2458.679533333929,7.4,2943994.9279813683
2021-10-27,4551.68017578125,0.08,3564.413152396281,7.4,1713143.3124821964
2021-10-28,4596.419921875,0.08,1066.4410751367957,7.4,1124542.0620191707
2021-10-29,4605.3798828125,0.08,4079.3393971273686,7.4,1283233.2342291193
2021-10-30,4605.3798828125,0.08,2777.169469225051,7.4,1966737.2666468373
2021-10-31,4605.3798828125,0.08,3675.6199478399835,7.4,1209873.200254093
2021-11-01,4613.669921875,0.08,4819.304505514079,7.4,2290005.96100814
2021-11-02,4630.64990234375,0.08,3428.357623211148,7.4,1660606.5769416508
2021-11-03,4660.56982421875,0.08,4542.741839776384,7.4,2288821.2204489587
2021-11-04,4680.06005859375,0.08,4795.706105031608,7.4,2629096.6214456176
2021-11-05,4697.52978515625,0.08,4020.4571107002944,7.4,1567705.4253593506
2021-11-06,4697.52978515625,0.08,2353.2160765443205,7.4,2913459.213989003
2021-11-07,4697.52978515625,0.08,2964.696107192717,7.4,1941615.1113364934
2021-11-08,4701.7001953125,0.08,2737.2226771590576,7.4,1335114.7997861402
2021-11-09,4685.25,0.08,3531.620841444057,7.4,2528550.8248482
2021-11-10,4646.7099609375,0.08,3930.1123072147243,7.4,1088738.8483162199
2021-11-11,4649.27001953125,0.08,1674.8976191067686,7.4,1404451.654574386
2021-11-12,4682.85009765625,0.08,3078.580597481595,7.4,2875091.431084808
2021-11-13,4682.85009765625,0.08,3024.7473396622363,7.4,2021582.5731563144
2021-11-14,4682.85009765625,0.08,2158.330231525477,7.4,2269412.943143161
2021-11-15,4682.7998046875,0.08,1688.2603785123936,7.4,1839313.5559375356
2021-11-16,4700.89990234375,0.08,4953.135178840365,7.4,2079672.6464289809
2021-11-17,4688.669921875,0.08,2214.929003826598,7.4,1243357.7515680315
2021-11-18,4704.5400390625,0.08,2818.2088794204556,7.4,1528402.1284930315
2021-11-19,4697.9599609375,0.08,3672.1976666879677,7.4,2697041.9954393664
2021-11-20,4697.9599609375,0.08,2869.1119190272407,7.4,1323656.4288780536
2021-11-21,4697.9599609375,0.08,4239.637502308997,7.4,1081327.9621139583
2021-11-22,4682.93994140625,0.08,1967.0600878187915,7.4,1960517.952999662
